,Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
8755,The Terminator: Dawn of Fate,XB,2002.0,Action,Atari,Paradigm Entertainment,T
8756,Infected,PSP,2005.0,Shooter,THQ,Planet Moon Studios,M
8757,Doctor Who: Evacuation Earth,DS,2010.0,Adventure,Asylum Entertainment,,
8758,Birds of Steel,X360,2012.0,Simulation,Konami Digital Entertainment,Gaijin Entertainment,T
8759,Cars: Race-O-Rama,X360,2009.0,Racing,THQ,Incinerator Games,E
8760,Scooby-Doo! Unmasked,GC,2005.0,Platform,THQ,,
8761,Theatrhythm Dragon Quest,3DS,2015.0,Misc,Square Enix,,
8762,Streak: Hoverboard Racing,PS,1998.0,Racing,GT Interactive,,
8763,NBA Street Homecourt,PS3,2007.0,Sports,Electronic Arts,EA Canada,E
8764,Darksiders II,PC,2012.0,Action,Nordic Games,Vigil Games,M
8765,Enthusia Professional Racing,PS2,2005.0,Racing,Konami Digital Entertainment,Konami,E
8766,DiRT 3,PC,2011.0,Racing,Codemasters,Codemasters,T
8767,NCAA GameBreaker 2001,PS2,2000.0,Sports,Sony Computer Entertainment,989 Sports,E
8768,Disgaea 4: A Promise Unforgotten,PSV,2014.0,Role-Playing,Nippon Ichi Software,,
8769,Get On Da Mic,PS2,2004.0,Misc,Eidos Interactive,Artificial Mind and Movement,T
8770,Darksiders II,WiiU,2012.0,Action,THQ,Vigil Games,M
8771,Gunslingers,Wii,2010.0,Shooter,Neko Entertainment,Neko Entertainment,T
8772,Army Men: Sarge's War,GC,2004.0,Shooter,Global Star,3DO,T
8773,Amagami,PSP,2011.0,Adventure,Kadokawa Shoten,,
8774,Jikkyou Powerful Pro Yakyuu 2009,PS2,2009.0,Sports,Konami Digital Entertainment,,
8775,Block Party,Wii,2008.0,Misc,Activision,Activision,E10+
8776,Little League World Series Baseball 2009,Wii,2009.0,Sports,Activision,Now Production,E
8777,Kidou Senkan Nadesico,SAT,1997.0,Strategy,Sega,,
8778,Blitz: The League II,PS3,2008.0,Sports,Midway Games,,
8779,Arcade Zone,Wii,2009.0,Misc,Activision,Activision,E
8780,Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,Microsoft Game Studios,"Game Arts, Seta Corporation",T
8781,Bigfoot: Collision Course,DS,2009.0,Racing,Zoo Digital Publishing,Destination Software,E
8782,Frogger's Adventures: The Rescue,GC,2003.0,Platform,Konami Digital Entertainment,Konami,E
8783,NHL 2K10,PS3,2009.0,Sports,Take-Two Interactive,Take-Two Interactive,E10+
8784,Family Party: Fitness Fun,Wii,2010.0,Sports,D3Publisher,Tamsoft,E10+
8785,The Secret Saturdays: Beasts of the 5th Sun,PS2,2009.0,Action,D3Publisher,High Voltage Software,E10+
8786,Michael Jackson: The Experience,PSP,2010.0,Misc,Ubisoft,Ubisoft,E10+
8787,MLB Power Pros 2008,PS2,2008.0,Sports,Konami Digital Entertainment,Konami,E
8788,Sonny with a Chance,DS,2010.0,Action,Disney Interactive Studios,Altron,E
8789,The Fairly Odd Parents: Clash with the Anti-World,GBA,2005.0,Adventure,THQ,,
8790,WordJong,DS,2007.0,Puzzle,White Park Bay Software,Magellan Interactive,E
8791,Tears to Tiara II: Heir of the Overlord,PS3,2013.0,Role-Playing,Nippon Ichi Software,Aqua Plus,T
8792,Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,Infinite Interactive,E10+
8793,The Amazing Spider-Man (Console Version),Wii,2012.0,Action,Activision,,
8794,de Blob 2,X360,2011.0,Platform,THQ,Blue Tongue Entertainment,E10+
8795,Disney's The Lion King: Simba's Mighty Adventure,PS,2000.0,Action,Activision,Paradox Development,E
8796,Gundam Breaker 2,PSV,2014.0,Action,Namco Bandai Games,,
8797,Major League Baseball 2K10,DS,2010.0,Sports,Take-Two Interactive,Powerhead Games,E
8798,Samurai Warriors: Katana,Wii,2007.0,Action,Tecmo Koei,"Koei, Omega Force",T
8799,NBA 09: The Inside,PS3,2008.0,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
8800,Jikkyou Powerful Pro Yakyuu 2012,PSP,2012.0,Action,Konami Digital Entertainment,,
8801,Kingdom of Paradise,PSP,2005.0,Role-Playing,Sony Computer Entertainment,Climax Entertainment,T
8802,All Japan Pro Wrestling featuring Virtua,SAT,1997.0,Fighting,Sega,,
8803,Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,Racjin,T
8804,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010.0,Action,THQ,THQ,E10+
8805,Rudra no Hihou,SNES,1996.0,Role-Playing,SquareSoft,,
8806,Bleach: Dark Souls,DS,2007.0,Fighting,Sega,Treasure,T
8807,Hot Wheels: Battle Force 5,DS,2009.0,Racing,Activision,Virtuos,E10+
8808,Prince of Persia: The Sands of Time,GBA,2003.0,Action,Ubisoft,Ubisoft Montreal,T
8809,Zoids: Battle Legends,GC,2003.0,Action,Tomy Corporation,Tomy Corporation,T
8810,Ice Age 2: The Meltdown,DS,2006.0,Platform,Vivendi Games,Amaze Entertainment,E
8811,Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,Ubisoft Casablanca,E10+
8812,World Series Baseball 2K3,XB,2003.0,Sports,Sega,Blue Shift,E
8813,Tokyo Xanadu,PSV,2015.0,Role-Playing,Nihon Falcom Corporation,,
8814,Serious Sam,XB,2002.0,Shooter,Take-Two Interactive,Croteam,M
8815,Bomberman,DS,2005.0,Puzzle,Ubisoft,Racjin,E
8816,Kowloon's Gate,PS,1997.0,Adventure,Sony Computer Entertainment,,
8817,Killer7,GC,2005.0,Action,Capcom,Grasshopper Manufacture,M
8818,Super Monkey Ball Adventure,GC,2006.0,Platform,Sega,TT Games,E
8819,FIFA Soccer 2002,PS,2001.0,Sports,Electronic Arts,EA Sports,E
8820,Street Fighter Anniversary Collection,XB,2004.0,Fighting,Capcom,Capcom,T
8821,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015.0,Action,Namco Bandai Games,,
8822,Suzumiya Haruhi no Yakusoku,PSP,2007.0,Adventure,Namco Bandai Games,,
8823,Shadow Ops: Red Mercury,XB,2004.0,Shooter,Atari,Zombie,T
8824,Indigo Prophecy,PS2,2005.0,Adventure,Atari,Quantic Dream,M
8825,FIFA 06: Road to FIFA World Cup,X360,2005.0,Sports,Electronic Arts,EA Canada,E
8826,World League Soccer,SNES,1991.0,Sports,Imagineer,,
8827,NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,989 Sports,E
8828,Final Fantasy XI: Vana'diel Collection 2008,X360,2007.0,Role-Playing,Square Enix,Square Enix,T
8829,Farm Frenzy: Animal Country,DS,2009.0,Simulation,City Interactive,City Interactive,E
8830,We Sing UK Hits,Wii,2011.0,Misc,Nordic Games,Le Cortex,T
8831,Samurai Shodown Anthology,PS2,2008.0,Fighting,Ignition Entertainment,SNK Playmore,T
8832,Musashi: Samurai Legend,PS2,2005.0,Role-Playing,Atari,Square Enix,T
8833,Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Misc,Game Factory,The Game Factory,E
8834,LEGO The Hobbit,PSV,2014.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
8835,The Oregon Trail,Wii,2011.0,Simulation,Crave Entertainment,,
8836,Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,Sony Computer Entertainment,Alfa System,T
8837,Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004.0,Misc,,,
8838,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013.0,Action,D3Publisher,,
8839,F1 2001,PS2,2001.0,Racing,Electronic Arts,EA Sports,E
8840,Darksiders,PC,2010.0,Action,THQ,Vigil Games,M
8841,J-League Victory Goal,SAT,1995.0,Sports,Sega,,
8842,Top Gun: Combat Zones,GC,2002.0,Simulation,Titus,Titus Software,E
8843,Countdown: The Game,DS,2009.0,Puzzle,Mindscape,,
8844,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005.0,Action,THQ,,
8845,Pro Baseball Spirits 2015,PS3,2015.0,Action,Konami Digital Entertainment,,
8846,NHL 09,PS2,2008.0,Sports,Electronic Arts,EA Canada,E10+
8847,History Civil War: Secret Missions,PS2,2008.0,Shooter,Activision,,
8848,Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,Visual Concepts,T
8849,Dark Rift,N64,1997.0,Fighting,Vic Tokai,,
8850,Derby Stallion 64,N64,2001.0,Sports,Media Factory,,
8851,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,Epoch,,
8852,Space Station Silicon Valley,N64,1997.0,Adventure,Take-Two Interactive,,
8853,All-Star Baseball 2003,GC,2002.0,Sports,Acclaim Entertainment,Acclaim,E
8854,Burger Island,Wii,2009.0,Action,Destineer,eGames,E
8855,Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,,
8856,T'ai Fu: Wrath of the Tiger,PS,1998.0,Action,Activision,,
8857,Rocky,XB,2002.0,Fighting,Rage Software,Rage Software,T
8858,Ford Racing 2,XB,2003.0,Racing,Empire Interactive,Razorworks Studios,E
8859,Kids Learn Math: A+ Edition,DS,2011.0,Misc,Unknown,,
8860,Rock Band: Metal Track Pack,X360,2009.0,Misc,MTV Games,Harmonix Music Systems,T
8861,Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,THQ Australia,E10+
8862,Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,Taito Corporation,E
8863,Tetris Attack,SNES,1995.0,Puzzle,Nintendo,,
8864,Thor: God of Thunder,Wii,2011.0,Action,Sega,Red Fly Studio,T
8865,Petz: Dogz Talent Show,DS,2009.0,Simulation,Ubisoft,Ubisoft Nagoya,E
8866,BloodRayne 2,XB,2004.0,Shooter,THQ,Terminal Reality,M
8867,Jaws Unleashed,XB,2006.0,Action,THQ,Appaloosa Interactive,M
8868,Pro Yaky? Spirits 6,PS3,2009.0,Sports,Konami Digital Entertainment,,
8869,Star Trek: Voyager Elite Force,PS2,2001.0,Shooter,Codemasters,Pipe Dream Interactive,T
8870,X-Men: The Official Game,GC,2006.0,Action,Activision,Hypnos,T
8871,The Sims Medieval: Pirates and Nobles,PC,2011.0,Simulation,Electronic Arts,,
8872,Warriors Orochi 3,PS4,2014.0,Action,Tecmo Koei,,
8873,Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,Interchannel,E
8874,Chessmaster II,PS,1998.0,Strategy,Mindscape,,
8875,All-Star Baseball 2003,GBA,2002.0,Sports,Acclaim Entertainment,Software Creations,E
8876,Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,Visual Concepts,E
8877,Scooby-Doo! Mystery Mayhem,XB,2004.0,Action,THQ,,
8878,Winning Post 4,PS,1999.0,Sports,Tecmo Koei,,
8879,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,,
8880,187: Ride or Die,PS2,2005.0,Racing,Ubisoft,Ubisoft,M
8881,Dishonored,XOne,2015.0,Action,Bethesda Softworks,,
8882,Curious George,GC,2006.0,Action,Namco Bandai Games,,
8883,Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,,
8884,Battleborn,XOne,2016.0,Shooter,Take-Two Interactive,Gearbox Software,T
8885,eJay Clubworld,PS2,,Misc,Empire Interactive,UDS,E
8886,Geist,GC,2005.0,Adventure,Nintendo,n-Space,M
8887,The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,SNK Playmore,T
8888,Cardinal Syn,PS,1998.0,Fighting,Sony Computer Entertainment,,
8889,Sword Art Online: Hollow Realization,PSV,2016.0,Role-Playing,Namco Bandai Games,Bandai Namco Games,T
8890,The Incredibles: Rise of the Underminer,DS,2005.0,Action,THQ,Helixe,E10+
8891,Deadly Premonition,PS3,2010.0,Action,Rising Star Games,,
8892,Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,Crawfish Interactive,T
8893,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997.0,Shooter,Namco Bandai Games,,
8894,Super Street Fighter II,GEN,1993.0,Fighting,Capcom,,
8895,Deponia,PC,2012.0,Adventure,Daedalic,Daedalic Entertainment,
8896,Metal Gear Solid: Peace Walker HD Edition,PS3,2011.0,Action,Konami Digital Entertainment,"Genki, Kojima Productions",T
8897,Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,,
8898,Ridge Racer DS,DS,2004.0,Racing,Namco Bandai Games,Namco,E
8899,High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,SCEA,E10+
8900,LEGO Harry Potter Collection,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,E10+
8901,The Quest Trio,DS,2008.0,Puzzle,Avanquest,Activision,E
8902,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000.0,Sports,Konami Digital Entertainment,,
8903,Brain Boost: Beta Wave,DS,2005.0,Puzzle,505 Games,Interchannel,E
8904,Power Pro Kun Pocket 9,DS,2006.0,Sports,Konami Digital Entertainment,,
8905,Shenmue II,DC,2001.0,Adventure,Sega,Sega AM2,T
8906,Armored Core: For Answer,X360,2008.0,Simulation,Ubisoft,From Software,T
8907,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,Nippon Columbia,,
8908,Major League Baseball 2K8,PS2,2008.0,Sports,Bethesda Softworks,2K Sports,E
8909,Capcom Classics Collection,XB,2005.0,Misc,Capcom,Digital Eclipse,T
8910,Fugitive Hunter: War on Terror,PS2,2003.0,Shooter,Play It,Black Ops Entertainment,M
8911,The Incredible Hulk: Ultimate Destruction,GC,2005.0,Action,Vivendi Games,Radical Entertainment,T
8912,Candace Kane's Candy Factory,Wii,2008.0,Action,Destineer,Destineer,E
8913,Prince of Persia: The Two Thrones,GC,2005.0,Action,Ubisoft,Ubisoft,M
8914,Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,Ubisoft,Ubisoft Romania,T
8915,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011.0,Adventure,Banpresto,,
8916,Pac-Man World 3,XB,2005.0,Platform,Namco Bandai Games,Blitz Games,E
8917,SNK Arcade Classics Vol. 1,PSP,2008.0,Misc,Ignition Entertainment,Terminal Reality,T
8918,Phantasy Star Online Episode I & II,XB,2003.0,Role-Playing,Sega,,
8919,All-Star Baseball 2005,XB,,Sports,Unknown,Acclaim,E
8920,The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,Falcom,T
8921,Sam & Max: Season One,Wii,2008.0,Adventure,JoWood Productions,,
8922,Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,Atari,HB Studios Multimedia,E
8923,Batman Begins,GC,2005.0,Action,Electronic Arts,Eurocom Entertainment Software,T
8924,Yakuza: Ishin,PS4,2014.0,Action,Sega,,
8925,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega,Her Interactive,E
8926,Toy Story Racer,PS,2001.0,Racing,Activision,Traveller's Tales,E
8927,Disney's Donald Duck: Goin' Quackers,PS,2000.0,Platform,Ubisoft,Ubisoft Shanghai,E
8928,Mobile Suit Gundam: Perfect One Year War,PS,1997.0,Strategy,Namco Bandai Games,,
8929,Galerians,PS,1999.0,Adventure,Crave Entertainment,,
8930,Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,Falcom,T
8931,Crash: Twinsanity,XB,2004.0,Platform,Vivendi Games,Traveller's Tales,E
8932,We Dance,Wii,2011.0,Misc,Nordic Games,Nordic Games Publishing,
8933,Space Camp,DS,2009.0,Action,Activision,7 Studios,E
8934,DrumMania,PS2,2000.0,Simulation,Konami Digital Entertainment,,
8935,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013.0,Action,Nippon Columbia,,
8936,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005.0,Action,Konami Digital Entertainment,,
8937,SpongeBob's Truth or Square,DS,2009.0,Action,THQ,"THQ, Altron",E
8938,Tamagotchi no Narikiri Channel,DS,2009.0,Role-Playing,Namco Bandai Games,,
8939,Arena Football,XB,2006.0,Sports,Electronic Arts,EA Tiburon,E10+
8940,Power Pro Kun Pocket 1+2,GBA,2004.0,Sports,Konami Digital Entertainment,,
8941,Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,Netherock Ltd.,T
8942,Skylanders: SuperChargers,Wii,2015.0,Action,Activision,,
8943,Blazing Dragons,PS,1996.0,Adventure,Crystal Dynamics,,
8944,Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
8945,Victorious: Hollywood Arts Debut,DS,2011.0,Misc,D3Publisher,Behaviour Interactive,E
8946,The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,Role-Playing,D3Publisher,Media Vision,E
8947,Baseball Blast!,Wii,2009.0,Sports,Take-Two Interactive,,
8948,Super Monkey Ball Deluxe,XB,2005.0,Misc,Sega,Sega,E
8949,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999.0,Role-Playing,Atlus,,
8950,Shin Chan: ¡Aventuras de Cine!,DS,2008.0,Platform,505 Games,,
8951,Jurassic: The Hunted,Wii,2009.0,Shooter,Activision,Activision,T
8952,The Cursed Crusade,X360,2011.0,Action,DTP Entertainment,Kylotonn,M
8953,Charm Girls Club: Pajama Party,Wii,2009.0,Misc,Electronic Arts,Electronic Arts,E
8954,SpongeBob's Boating Bash,DS,2010.0,Misc,THQ,Firebrand Games,E
8955,Tamagotchi Collection,DS,2011.0,Misc,Namco Bandai Games,,
8956,Earth Defense Force 2025,X360,2013.0,Shooter,D3Publisher,Sandlot,M
8957,NHL 2K10,X360,2009.0,Sports,Take-Two Interactive,Take-Two Interactive,E10+
8958,White Knight Chronicles: Origins,PSP,2011.0,Role-Playing,Sony Computer Entertainment,,
8959,Trivial Pursuit: Bet You Know It,Wii,2011.0,Misc,Electronic Arts,Electronic Arts,T
8960,Turbo Prop Racing,PS,1997.0,Racing,Sony Computer Entertainment,,
8961,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,,
8962,Tom Clancy's Ghost Recon,GC,2003.0,Shooter,Ubisoft,Red Storm Entertainment,M
8963,Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,Namco Bandai Games,E
8964,Dance Dance Revolution (North America),PS,2001.0,Simulation,Konami Digital Entertainment,,
8965,Darkstalkers Chronicle: The Chaos Tower,PSP,2004.0,Fighting,Capcom,Capcom,T
8966,WWE '13,Wii,2012.0,Action,THQ,THQ,T
8967,Mad Dash Racing,XB,2001.0,Racing,Eidos Interactive,Crystal Dynamics,T
8968,Bakugan Battle Brawlers: Defenders of the Core,X360,2010.0,Action,Activision,Now Production,E10+
8969,Rayman Origins,3DS,2012.0,Platform,Ubisoft,UBlart Montpellier,E10+
8970,Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,Felistella,T
8971,MotoGP 2: Ultimate Racing Technology,PS2,2001.0,Racing,Sony Computer Entertainment,,
8972,Black * Rock Shooter: The Game,PSP,2011.0,Role-Playing,Unknown,"Image Epoch, Imageepoch",T
8973,BMX XXX,PS2,2002.0,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",M
8974,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995.0,Fighting,Namco Bandai Games,,
8975,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,Sega,,
8976,Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,KCEJ,E
8977,Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,,
8978,Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,Arc System Works,T
8979,Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,Sony Computer Entertainment,,
8980,ReCore,XOne,2016.0,Action,Microsoft Game Studios,"Armature Studio, comcept",T
8981,Soldier of Fortune: Payback,PS3,2007.0,Shooter,Activision,Cauldron Ltd.,M
8982,F1 2012,PC,2012.0,Racing,Codemasters,Codemasters,E
8983,Elf: The Movie,GBA,2004.0,Action,Crave Entertainment,Human Soft,E
8984,MLB SlugFest 20-03,GC,2002.0,Sports,Midway Games,Gratuitous Games,E
8985,Tiger Woods PGA Tour,DS,2004.0,Sports,Electronic Arts,Sensory Sweep,E
8986,Tamagotchi no Appare! Niji Venture,DS,2007.0,Role-Playing,Namco Bandai Games,,
8987,Ultimate Board Game Collection,Wii,2007.0,Misc,Xplosiv,Jack of All Games,E
8988,Grabbed by the Ghoulies,XB,2003.0,Action,Microsoft Game Studios,Rare Ltd.,E
8989,Cars: Mater-National Championship,X360,2007.0,Racing,THQ,Rainbow Studios,E
8990,Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,Ghostlight,Nautilus,T
8991,Rayman Raving Rabbids,DS,2007.0,Misc,Ubisoft,Ubisoft Bulgaria,E
8992,Terraria,PC,2011.0,Action,Unknown,Re-Logic,T
8993,Derby Stallion Gold,3DS,2014.0,Sports,Kadokawa Shoten,,
8994,CSI: 3 Dimensions of Murder,PS2,2007.0,Adventure,Ubisoft,Ubisoft Bulgaria,M
8995,Barbarian,PS2,2002.0,Fighting,Titus,Saffire,T
8996,Tennis no Oji-Sama: Aim at The Victory!,GBA,2002.0,Sports,Konami Digital Entertainment,,
8997,L.A. Rush,XB,2005.0,Racing,Midway Games,Midway,T
8998,Rubik's World,Wii,2008.0,Puzzle,Game Factory,Two Tribes,E
8999,Record of Agarest War 2,PS3,2010.0,Role-Playing,Compile Heart,"Idea Factory, Compile Heart",T
9000,QuickSpot,DS,2006.0,Misc,Namco Bandai Games,Namco,E10+
9001,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994.0,Role-Playing,Game Arts,,
9002,Pipe Dreams 3D,PS,2001.0,Puzzle,Empire Interactive,Sick Puppies,E
9003,Skylanders Giants,3DS,2012.0,Action,Activision,n-Space,E10+
9004,Spider-Man: Friend or Foe,Wii,2007.0,Action,Activision,Next Level Games,E10+
9005,Fox Sports Golf '99,PS,1997.0,Sports,Gremlin Interactive Ltd,,
9006,Power Rangers: Super Legends,PS2,2007.0,Action,Disney Interactive Studios,Artificial Mind and Movement,E10+
9007,Jurassic: The Hunted,PS2,2009.0,Shooter,Activision,Activision,T
9008,Sakura Wars GB,GB,2000.0,Adventure,Media Factory,,
9009,Shining Force CD,SCD,1994.0,Strategy,Sega,,
9010,Fatal Frame,PS2,2001.0,Action,Wanadoo,Tecmo,T
9011,Rayman 3,GBA,2003.0,Platform,Ubisoft,Ubisoft,E
9012,The Fifth Element,PS,1998.0,Action,Sony Computer Entertainment,,
9013,BlazBlue: Chrono Phantasma Extend,PS4,2015.0,Action,PQube,Arc System Works,T
9014,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009.0,Adventure,Nintendo,,
9015,Wild ARMs 4,PS2,2005.0,Role-Playing,505 Games,Media Vision,T
9016,Ratatouille,GC,2007.0,Action,THQ,Asobo Studio,E
9017,G.I. Joe: The Rise of Cobra,PS2,2009.0,Action,Electronic Arts,Double Helix Games,T
9018,Casper: Spirit Dimensions,PS2,2001.0,Platform,TDK Mediactive,Lucky Chicken,E
9019,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008.0,Role-Playing,Namco Bandai Games,,
9020,Sengoku Musou 3 Empires,PS3,2011.0,Action,Tecmo Koei,,
9021,Thunder Truck Rally,PS,1997.0,Racing,Psygnosis,,
9022,Klonoa: Empire of Dreams,GBA,2001.0,Platform,Infogrames,,
9023,SafeCracker: The Ultimate Puzzle Adventure,DS,2009.0,Puzzle,The Adventure Company,Firehazard Studio,E
9024,Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,Kuju Entertainment,E
9025,Famista Returns,3DS,2015.0,Sports,Namco Bandai Games,,
9026,Syndicate,PS3,2012.0,Shooter,EA Games,Starbreeze,M
9027,Adrenalin Misfits,X360,2010.0,Racing,Konami Digital Entertainment,Konami,E
9028,Karaoke Revolution Glee: Volume 3,X360,2011.0,Misc,Konami Digital Entertainment,Hijinx Studios,T
9029,Cave Story 3D,3DS,2011.0,Platform,Nippon Ichi Software,Nicalis,E10+
9030,Iron & Blood,PS,1996.0,Fighting,Acclaim Entertainment,,
9031,Mega Man Powered Up,PSP,2006.0,Platform,Capcom,Capcom,E
9032,Balloon Pop,DS,2009.0,Puzzle,UFO Interactive,Tommo,E
9033,Class of Heroes,PSP,2008.0,Role-Playing,Acquire,Zerodiv,T
9034,Second Sight,PS2,2004.0,Adventure,Codemasters,Free Radical Design,T
9035,Heroes of Mana,DS,2007.0,Strategy,Square Enix,Brownie Brown,E10+
9036,Alien: Isolation,PC,2014.0,Shooter,Sega,Creative Assembly,M
9037,G.I. Joe: The Rise of Cobra,PSP,2009.0,Action,Electronic Arts,Double Helix Games,T
9038,Just Cause 3,PC,2015.0,Action,Square Enix,Avalanche Studios,M
9039,Monster House,PS2,2006.0,Adventure,THQ,Artificial Mind and Movement,E10+
